ElementID,Name,Abstract Data Type,Data Type Semantics,Status,Description,Units,Range,References,Requester,Revision,Date
93,dstTrafficIndex,unsigned32,identifier,current,BGP Policy Accounting Destination Traffic Index.,,,BGP policy accounting as described in [CCO-BGPPOL].,[RFC7270],0,2014-04-04
94,applicationDescription,string,default,current,Specifies the description of an application.,,,,[RFC6759],1,2014-02-03
95,applicationId,octetArray,default,current,Specifies an Application ID per [RFC6759].,,,See section 4 of [RFC6759] for the applicationId Information Element Specification.,[RFC6759],1,2014-02-03
96,applicationName,string,default,current,Specifies the name of an application.,,,,[RFC6759],0,2013-02-18
97,Assigned for NetFlow v9 compatibility,,,,,,,[RFC3954],[RFC5102],0,2013-02-18
98,postIpDiffServCodePoint,unsigned8,identifier,current,"The definition of this Information Element is identical to the 
definition of Information Element 'ipDiffServCodePoint', except 
that it reports a potentially modified value caused by a 
middlebox function after the packet passed the Observation 
Point.",,0-63,"See [RFC3260] for the definition of the Differentiated 
Services Field.  See section 5.3.2 of [RFC1812] and 
[RFC791] for the definition of the IPv4 TOS field.  See 
[RFC8200] for the definition of the IPv6 Traffic Class 
field.  See the IPFIX Information Model [RFC5102] for the 
'ipDiffServCodePoint' specification.",[ipfix-iana_at_cisco.com],0,2013-02-18
99,multicastReplicationFactor,unsigned32,quantity,current,"The amount of multicast replication that's applied to a traffic 
stream.",,,"See [RFC1112] for the specification of reserved IPv4 
multicast addresses.  See [RFC4291] for the 
specification of reserved IPv6 multicast addresses.",[ipfix-iana_at_cisco.com],0,2013-02-18
100,className,string,,deprecated,"Deprecated in favor of 335 selectorName.  Traffic Class Name,
associated with the classId Information Element.",,,,[RFC7270],0,2014-04-04
101,classificationEngineId,unsigned8,identifier,current,"A unique identifier for the engine that determined the
Selector ID. Thus, the Classification Engine ID defines
the context for the Selector ID. The Classification
Engine can be considered a specific registry for
application assignments.

            
            
              
Values for this field are listed in the Classification
Engine IDs registry. See 
[http://www.iana.org/assignments/ipfix/ipfix.xhtml#classification-engine-ids]",,,,[RFC6759],0,2013-02-18
102,layer2packetSectionOffset,unsigned16,quantity,deprecated,"Deprecated in favor of 409 sectionOffset.  Layer 2 packet
section offset.  Potentially a generic packet section offset.",,,,[RFC7270],0,2014-04-04
103,layer2packetSectionSize,unsigned16,quantity,deprecated,"Deprecated in favor of 312 dataLinkFrameSize.  Layer 2 packet
section size.  Potentially a generic packet section size.",,,,[RFC7270],0,2014-04-04
104,layer2packetSectionData,octetArray,,deprecated,"Deprecated in favor of 315 dataLinkFrameSection.  Layer 2 packet
section data.",,,,[RFC7270],0,2014-04-04
105-127,Assigned for NetFlow v9 compatibility,,,,,,,[RFC3954],[RFC5102],0,2013-02-18
128,bgpNextAdjacentAsNumber,unsigned32,identifier,current,"The autonomous system (AS) number of the first AS in the AS
path to the destination IP address.  The path is deduced
by looking up the destination IP address of the Flow in the
BGP routing information base.  If AS path information for
this Flow is only available as an unordered AS set (and not
as an ordered AS sequence), then the value of this Information
Element is 0.",,,"See [RFC4271] for a description of BGP-4, and
see [RFC1930] for the definition of the AS
number.",[RFC5102],0,2013-02-18
129,bgpPrevAdjacentAsNumber,unsigned32,identifier,current,"The autonomous system (AS) number of the last AS in the AS
path from the source IP address.  The path is deduced
by looking up the source IP address of the Flow in the BGP
routing information base.  If AS path information for this
Flow is only available as an unordered AS set (and not as
an ordered AS sequence), then the value of this Information
Element is 0.  In case of BGP asymmetry, the
bgpPrevAdjacentAsNumber might not be able to report the correct
value.",,,"See [RFC4271] for a description of BGP-4, and
see [RFC1930] for the definition of the AS
number.",[RFC5102],0,2013-02-18
130,exporterIPv4Address,ipv4Address,default,current,"The IPv4 address used by the Exporting Process.  This is used
by the Collector to identify the Exporter in cases where the
identity of the Exporter may have been obscured by the use of
a proxy.",,,,[RFC5102],1,2014-02-03
131,exporterIPv6Address,ipv6Address,default,current,"The IPv6 address used by the Exporting Process.  This is used
by the Collector to identify the Exporter in cases where the
identity of the Exporter may have been obscured by the use of
a proxy.",,,,[RFC5102],1,2014-02-03
132,droppedOctetDeltaCount,unsigned64,deltaCounter,current,"The number of octets since the previous report (if any)
in packets of this Flow dropped by packet treatment.
The number of octets includes IP header(s) and IP payload.",octets,,,[RFC5102],0,2013-02-18
133,droppedPacketDeltaCount,unsigned64,deltaCounter,current,"The number of packets since the previous report (if any)
of this Flow dropped by packet treatment.",packets,,,[RFC5102],0,2013-02-18
134,droppedOctetTotalCount,unsigned64,totalCounter,current,"The total number of octets in packets of this Flow dropped
by packet treatment since the Metering Process
(re-)initialization for this Observation Point.
The number of octets includes IP header(s) and IP payload.",octets,,,[RFC5102],0,2013-02-18
135,droppedPacketTotalCount,unsigned64,totalCounter,current,"The number of packets of this Flow dropped by packet
treatment since the Metering Process
(re-)initialization for this Observation Point.",packets,,,[RFC5102],0,2013-02-18
136,flowEndReason,unsigned8,identifier,current,"The reason for Flow termination.  The range of values includes
the following:

            
            
0x01: idle timeout
      The Flow was terminated because it was considered to be
      idle.
      
0x02: active timeout
      The Flow was terminated for reporting purposes while it was
      still active, for example, after the maximum lifetime of
      unreported Flows was reached.

0x03: end of Flow detected
      The Flow was terminated because the Metering Process
      detected signals indicating the end of the Flow,
      for example, the TCP FIN flag.

0x04: forced end
      The Flow was terminated because of some external event,
      for example, a shutdown of the Metering Process initiated
      by a network management application.

0x05: lack of resources
      The Flow was terminated because of lack of resources
      available to the Metering Process and/or the Exporting
      Process.",,,,[RFC5102],0,2013-02-18
137,commonPropertiesId,unsigned64,identifier,current,"An identifier of a set of common properties that is
unique per Observation Domain and Transport Session.
Typically, this Information Element is used to link to
information reported in separate Data Records.",,,,[RFC5102],0,2013-02-18
138,observationPointId,unsigned64,identifier,current,"An identifier of an Observation Point that is unique per
Observation Domain.  It is RECOMMENDED that this identifier is
also unique per IPFIX Device.  Typically, this Information
Element is used for limiting the scope of other Information
Elements.",,,,[RFC5102][ipfix-iana_at_cisco.com],1,2013-04-11
139,icmpTypeCodeIPv6,unsigned16,identifier,current,"Type and Code of the IPv6 ICMP message.  The combination of
both values is reported as (ICMP type * 256) + ICMP code.",,,"See [RFC4443] for the definition of the IPv6
ICMP type and code fields.",[RFC5102],0,2013-02-18
140,mplsTopLabelIPv6Address,ipv6Address,default,current,"The IPv6 address of the system that the MPLS top label will
cause this Flow to be forwarded to.",,,"See [RFC3031] for the association between MPLS
labels and IP addresses.",[RFC5102],1,2014-02-03
141,lineCardId,unsigned32,identifier,current,"An identifier of a line card that is unique per IPFIX
Device hosting an Observation Point.  Typically, this
Information Element is used for limiting the scope
of other Information Elements.",,,,[RFC5102],0,2013-02-18
142,portId,unsigned32,identifier,current,"An identifier of a line port that is unique per IPFIX
Device hosting an Observation Point.  Typically, this
Information Element is used for limiting the scope
of other Information Elements.",,,,[RFC5102],0,2013-02-18
143,meteringProcessId,unsigned32,identifier,current,"An identifier of a Metering Process that is unique per
IPFIX Device.  Typically, this Information Element is used
for limiting the scope of other Information Elements.
Note that process identifiers are typically assigned
dynamically.
The Metering Process may be re-started with a different ID.",,,,[RFC5102],0,2013-02-18
144,exportingProcessId,unsigned32,identifier,current,"An identifier of an Exporting Process that is unique per
IPFIX Device.  Typically, this Information Element is used
for limiting the scope of other Information Elements.
Note that process identifiers are typically assigned
dynamically.  The Exporting Process may be re-started
with a different ID.",,,,[RFC5102],0,2013-02-18
145,templateId,unsigned16,identifier,current,"An identifier of a Template that is locally unique within a
combination of a Transport session and an Observation Domain.

            
            
              
Template IDs 0-255 are reserved for Template Sets, Options
Template Sets, and other reserved Sets yet to be created.
Template IDs of Data Sets are numbered from 256 to 65535.

            
            
              
Typically, this Information Element is used for limiting
the scope of other Information Elements.
Note that after a re-start of the Exporting Process Template
identifiers may be re-assigned.",,,,[RFC5102],0,2013-02-18
146,wlanChannelId,unsigned8,identifier,current,The identifier of the 802.11 (Wi-Fi) channel used.,,,See IEEE.802-11.1999.,[RFC5102],0,2013-02-18
147,wlanSSID,string,default,current,"The Service Set IDentifier (SSID) identifying an 802.11
(Wi-Fi) network used.  According to IEEE.802-11.1999, the
SSID is encoded into a string of up to 32 characters.",,,See IEEE.802-11.1999.,[RFC5102],0,2013-02-18
148,flowId,unsigned64,identifier,current,"An identifier of a Flow that is unique within an Observation
Domain.  This Information Element can be used to distinguish
between different Flows if Flow Keys such as IP addresses and
port numbers are not reported or are reported in separate
records.",,,,[RFC5102],0,2013-02-18
